expression,level,expected
5+0.5*x,5,7
5+0.5*x,6,8
5+0.5*x,7,8
5+0.5*x,8,9
5+0.5*x,9,9
5+0.5*x,10,10
5+0.5*x,11,10
5+0.5*x,12,11
5+0.5*x,13,11
5+0.5*x,14,12
5+0.5*x,15,12
5+0.5*x,16,13
5+0.5*x,17,13
5+0.5*x,18,14
5+0.5*x,19,14
5+0.5*x,20,15
5+0.5*x,21,15
5+0.5*x,22,16
5+0.5*x,23,16
5+0.5*x,24,17
5+0.5*x,25,17
5+0.5*x,26,18
5+0.5*x,27,18
5+0.5*x,28,19
5+0.5*x,29,19
5+0.5*x,30,20
5+2*d(x/2),1,5
5+2*d(x/2),2,7
5+2*d(x/2),3,7
5+2*d(x/2),4,9
5+2*d(x/2),5,9
5+2*d(x/2),6,11
5+2*d(x/2),7,11
5+2*d(x/2),8,13
5+2*d(x/2),9,13
5+2*d(x/2),10,15
5+2*d(x/2),11,15
5+2*d(x/2),12,17
5+2*d(x/2),13,17
5+2*d(x/2),14,19
5+2*d(x/2),15,19
5+2*d(x/2),16,21
5+2*d(x/2),17,21
5+2*d(x/2),18,23
5+2*d(x/2),19,23
5+2*d(x/2),20,25
5+2*d(x/3),1,5
5+2*d(x/3),2,5
5+2*d(x/3),3,7
5+2*d(x/3),4,7
5+2*d(x/3),5,7
5+2*d(x/3),6,9
5+2*d(x/3),7,9
5+2*d(x/3),8,9
5+2*d(x/3),9,11
5+2*d(x/3),10,11
5+2*d(x/3),11,11
5+2*d(x/3),12,13
5+2*d(x/3),13,13
5+2*d(x/3),14,13
5+2*d(x/3),15,15
5+2*d(x/3),16,15
5+2*d(x/3),17,15
5+2*d(x/3),18,17
5+2*d(x/3),19,17
5+2*d(x/3),20,17
5+2*d(x/3),21,19
5+2*d(x/3),22,19
5+2*d(x/3),23,19
5+2*d(x/3),24,21
5+2*d(x/3),25,21
5+2*d(x/3),26,21
5+2*d(x/3),27,23
5+2*d(x/3),28,23
5+2*d(x/3),29,23
5+2*d(x/3),30,25
5+2*u(x/2),1,7
5+2*u(x/2),2,7
5+2*u(x/2),3,9
5+2*u(x/2),4,9
5+2*u(x/2),5,11
5+2*u(x/2),6,11
5+2*u(x/2),7,13
5+2*u(x/2),8,13
5+2*u(x/2),9,15
5+2*u(x/2),10,15
5+2*u(x/2),11,17
5+2*u(x/2),12,17
5+2*u(x/2),13,19
5+2*u(x/2),14,19
5+2*u(x/2),15,21
5+2*u(x/2),16,21
5+2*u(x/2),17,23
5+2*u(x/2),18,23
5+2*u(x/2),19,25
5+2*u(x/2),20,25
5+2*x,1,7
5+2*x,2,9
5+2*x,3,11
5+2*x,4,13
5+2*x,5,15
5+2*x,6,17
5+2*x,7,19
5+2*x,8,21
5+2*x,9,23
5+2*x,10,25
5+2*x,11,27
5+2*x,12,29
5+2*x,13,31
5+2*x,14,33
5+2*x,15,35
5+2*x,16,37
5+2*x,17,39
5+2*x,18,41
5+2*x,19,43
5+2*x,20,45
5+3*d(x/2),1,5
5+3*d(x/2),2,8
5+3*d(x/2),3,8
5+3*d(x/2),4,11
5+3*d(x/2),5,11
5+3*d(x/2),6,14
5+3*d(x/2),7,14
5+3*d(x/2),8,17
5+3*d(x/2),9,17
5+3*d(x/2),10,20
5+3*d(x/2),11,20
5+3*d(x/2),12,23
5+3*d(x/2),13,23
5+3*d(x/2),14,26
5+3*d(x/2),15,26
5+3*d(x/2),16,29
5+3*d(x/2),17,29
5+3*d(x/2),18,32
5+3*d(x/2),19,32
5+3*d(x/2),20,35
5+3*d(x/2),21,35
5+3*d(x/2),22,38
5+3*d(x/2),23,38
5+3*d(x/2),24,41
5+3*d(x/2),25,41
5+3*d(x/2),26,44
5+3*d(x/2),27,44
5+3*d(x/2),28,47
5+3*d(x/2),29,47
5+3*d(x/2),30,50
5+3*x,1,8
5+3*x,2,11
5+3*x,3,14
5+3*x,4,17
5+3*x,5,20
5+3*x,6,23
5+3*x,7,26
5+3*x,8,29
5+3*x,9,32
5+3*x,10,35
5+3*x,11,38
5+3*x,12,41
5+3*x,13,44
5+3*x,14,47
5+3*x,15,50
5+5*d(x/6),1,5
5+5*d(x/6),2,5
5+5*d(x/6),3,5
5+5*d(x/6),4,5
5+5*d(x/6),5,5
5+5*d(x/6),6,10
5+5*d(x/6),7,10
5+5*d(x/6),8,10
5+5*d(x/6),9,10
5+5*d(x/6),10,10
5+5*d(x/6),11,10
5+5*d(x/6),12,15
5+5*d(x/6),13,15
5+5*d(x/6),14,15
5+5*d(x/6),15,15
5+5*d(x/6),16,15
5+5*d(x/6),17,15
5+5*d(x/6),18,20
5+5*d(x/6),19,20
5+5*d(x/6),20,20
5+5*u(x/5),1,10
5+5*u(x/5),2,10
5+5*u(x/5),3,10
5+5*u(x/5),4,10
5+5*u(x/5),5,10
5+5*u(x/5),6,15
5+5*u(x/5),7,15
5+5*u(x/5),8,15
5+5*u(x/5),9,15
5+5*u(x/5),10,15
5+5*u(x/5),11,20
5+5*u(x/5),12,20
5+5*u(x/5),13,20
5+5*u(x/5),14,20
5+5*u(x/5),15,20
5+5*u(x/5),16,25
5+5*u(x/5),17,25
5+5*u(x/5),18,25
5+5*u(x/5),19,25
5+5*u(x/5),20,25
5+5*x,1,10
5+5*x,2,15
5+5*x,3,20
5+5*x,4,25
5+5*x,5,30
5+5*x,6,35
5+5*x,7,40
5+5*x,8,45
5+5*x,9,50
5+5*x,10,55
5+5*x,11,60
5+5*x,12,65
5+5*x,13,70
5+5*x,14,75
5+5*x,15,80
5+d(x/10),1,5
5+d(x/10),2,5
5+d(x/10),3,5
5+d(x/10),4,5
5+d(x/10),5,5
5+d(x/10),6,5
5+d(x/10),7,5
5+d(x/10),8,5
5+d(x/10),9,5
5+d(x/10),10,6
5+d(x/10),11,6
5+d(x/10),12,6
5+d(x/10),13,6
5+d(x/10),14,6
5+d(x/10),15,6
5+d(x/10),16,6
5+d(x/10),17,6
5+d(x/10),18,6
5+d(x/10),19,6
5+d(x/10),20,7
5+d(x/2),1,5
5+d(x/2),2,6
5+d(x/2),3,6
5+d(x/2),4,7
5+d(x/2),5,7
5+d(x/2),6,8
5+d(x/2),7,8
5+d(x/2),8,9
5+d(x/2),9,9
5+d(x/2),10,10
5+d(x/2),11,10
5+d(x/2),12,11
5+d(x/2),13,11
5+d(x/2),14,12
5+d(x/2),15,12
5+d(x/2),16,13
5+d(x/2),17,13
5+d(x/2),18,14
5+d(x/2),19,14
5+d(x/2),20,15
5+d(x/2),21,15
5+d(x/2),22,16
5+d(x/2),23,16
5+d(x/2),24,17
5+d(x/2),25,17
5+d(x/2),26,18
5+d(x/2),27,18
5+d(x/2),28,19
5+d(x/2),29,19
5+d(x/2),30,20
5+d(x/4),1,5
5+d(x/4),2,5
5+d(x/4),3,5
5+d(x/4),4,6
5+d(x/4),5,6
5+d(x/4),6,6
5+d(x/4),7,6
5+d(x/4),8,7
5+d(x/4),9,7
5+d(x/4),10,7
5+d(x/4),11,7
5+d(x/4),12,8
5+d(x/4),13,8
5+d(x/4),14,8
5+d(x/4),15,8
5+d(x/4),16,9
5+d(x/4),17,9
5+d(x/4),18,9
5+d(x/4),19,9
5+d(x/4),20,10
5+d(x/6),1,5
5+d(x/6),2,5
5+d(x/6),3,5
5+d(x/6),4,5
5+d(x/6),5,5
5+d(x/6),6,6
5+d(x/6),7,6
5+d(x/6),8,6
5+d(x/6),9,6
5+d(x/6),10,6
5+d(x/6),11,6
5+d(x/6),12,7
5+d(x/6),13,7
5+d(x/6),14,7
5+d(x/6),15,7
5+d(x/6),16,7
5+d(x/6),17,7
5+d(x/6),18,8
5+d(x/6),19,8
5+d(x/6),20,8
5+d(x/6),21,8
5+d(x/6),22,8
5+d(x/6),23,8
5+d(x/6),24,9
5+d(x/6),25,9
5+d(x/6),26,9
5+d(x/6),27,9
5+d(x/6),28,9
5+d(x/6),29,9
5+d(x/6),30,10
5+u(x/2),1,6
5+u(x/2),2,6
5+u(x/2),3,7
5+u(x/2),4,7
5+u(x/2),5,8
5+u(x/2),6,8
5+u(x/2),7,9
5+u(x/2),8,9
5+u(x/2),9,10
5+u(x/2),10,10
5+u(x/2),11,11
5+u(x/2),12,11
5+u(x/2),13,12
5+u(x/2),14,12
5+u(x/2),15,13
5+u(x/2),16,13
5+u(x/2),17,14
5+u(x/2),18,14
5+u(x/2),19,15
5+u(x/2),20,15
5+u(x/2),21,16
5+u(x/2),22,16
5+u(x/2),23,17
5+u(x/2),24,17
5+u(x/2),25,18
5+u(x/2),26,18
5+u(x/2),27,19
5+u(x/2),28,19
5+u(x/2),29,20
5+u(x/2),30,20
5+u(x/4),1,6
5+u(x/4),2,6
5+u(x/4),3,6
5+u(x/4),4,6
5+u(x/4),5,7
5+u(x/4),6,7
5+u(x/4),7,7
5+u(x/4),8,7
5+u(x/4),9,8
5+u(x/4),10,8
5+u(x/4),11,8
5+u(x/4),12,8
5+u(x/4),13,9
5+u(x/4),14,9
5+u(x/4),15,9
5+u(x/4),16,9
5+u(x/4),17,10
5+u(x/4),18,10
5+u(x/4),19,10
5+u(x/4),20,10
5+x,1,6
5+x,2,7
5+x,3,8
5+x,4,9
5+x,5,10
5+x,6,11
5+x,7,12
5+x,8,13
5+x,9,14
5+x,10,15
5+x,11,16
5+x,12,17
5+x,13,18
5+x,14,19
5+x,15,20
5+x,16,21
5+x,17,22
5+x,18,23
5+x,19,24
5+x,20,25
5+x,21,26
5+x,22,27
5+x,23,28
5+x,24,29
5+x,25,30
5+x,26,31
5+x,27,32
5+x,28,33
5+x,29,34
5+x,30,35
50,1,50
50,2,50
50,3,50
50,4,50
50,5,50
50,6,50
50,7,50
50,8,50
50,9,50
50,10,50
50*x,1,50
50*x,2,100
50*x,3,150
50*x,4,200
50*x,5,250
50*x,6,300
50*x,7,350
50*x,8,400
50*x,9,450
50*x,10,500
50+10*x,1,60
50+10*x,2,70
50+10*x,3,80
50+10*x,4,90
50+10*x,5,100
50+10*x,6,110
50+10*x,7,120
50+10*x,8,130
50+10*x,9,140
50+10*x,10,150
50+2*x,1,52
50+2*x,2,54
50+2*x,3,56
50+2*x,4,58
50+2*x,5,60
50+2*x,6,62
50+2*x,7,64
50+2*x,8,66
50+2*x,9,68
50+2*x,10,70
50+2*x,11,72
50+2*x,12,74
50+2*x,13,76
50+2*x,14,78
50+2*x,15,80
50+2*x,16,82
50+2*x,17,84
50+2*x,18,86
50+2*x,19,88
50+2*x,20,90
50+2*x,21,92
50+2*x,22,94
50+2*x,23,96
50+2*x,24,98
50+2*x,25,100
50+2*x,26,102
50+2*x,27,104
50+2*x,28,106
50+2*x,29,108
50+2*x,30,110
50+3*x,1,53
50+3*x,2,56
50+3*x,3,59
50+3*x,4,62
50+3*x,5,65
50+3*x,6,68
50+3*x,7,71
50+3*x,8,74
50+3*x,9,77
50+3*x,10,80
50+3*x,11,83
50+3*x,12,86
50+3*x,13,89
50+3*x,14,92
50+3*x,15,95
50+3*x,16,98
50+3*x,17,101
50+3*x,18,104
50+3*x,19,107
50+3*x,20,110
50+3*x,21,113
50+3*x,22,116
50+3*x,23,119
50+3*x,24,122
50+3*x,25,125
50+3*x,26,128
50+3*x,27,131
50+3*x,28,134
50+3*x,29,137
50+3*x,30,140
50+4*x,1,54
50+4*x,2,58
50+4*x,3,62
50+4*x,4,66
50+4*x,5,70
50+4*x,6,74
50+4*x,7,78
50+4*x,8,82
50+4*x,9,86
50+4*x,10,90
50+5*d(x/5),1,50
50+5*d(x/5),2,50
50+5*d(x/5),3,50
50+5*d(x/5),4,50
50+5*d(x/5),5,55
50+5*d(x/5),6,55
50+5*d(x/5),7,55
50+5*d(x/5),8,55
50+5*d(x/5),9,55
50+5*d(x/5),10,60
50+5*d(x/5),11,60
50+5*d(x/5),12,60
50+5*d(x/5),13,60
50+5*d(x/5),14,60
50+5*d(x/5),15,65
50+5*d(x/5),16,65
50+5*d(x/5),17,65
50+5*d(x/5),18,65
50+5*d(x/5),19,65
50+5*d(x/5),20,70
50+5*d(x/5),21,70
50+5*d(x/5),22,70
50+5*d(x/5),23,70
50+5*d(x/5),24,70
50+5*d(x/5),25,75
50+5*d(x/5),26,75
50+5*d(x/5),27,75
50+5*d(x/5),28,75
50+5*d(x/5),29,75
50+5*d(x/5),30,80
50+50*u(x/6),1,100
50+50*u(x/6),2,100
50+50*u(x/6),3,100
50+50*u(x/6),4,100
50+50*u(x/6),5,100
50+50*u(x/6),6,100
50+50*u(x/6),7,150
50+50*u(x/6),8,150
50+50*u(x/6),9,150
50+50*u(x/6),10,150
50+50*u(x/6),11,150
50+50*u(x/6),12,150
50+50*u(x/6),13,200
50+50*u(x/6),14,200
50+50*u(x/6),15,200
50+50*u(x/6),16,200
50+50*u(x/6),17,200
50+50*u(x/6),18,200
50+50*u(x/6),19,250
50+50*u(x/6),20,250
50+50*u(x/6),21,250
50+50*u(x/6),22,250
50+50*u(x/6),23,250
50+50*u(x/6),24,250
50+50*u(x/6),25,300
50+50*u(x/6),26,300
50+50*u(x/6),27,300
50+50*u(x/6),28,300
50+50*u(x/6),29,300
50+50*u(x/6),30,300
50+u(x/3),1,51
50+u(x/3),2,51
50+u(x/3),3,51
50+u(x/3),4,52
50+u(x/3),5,52
50+u(x/3),6,52
50+u(x/3),7,53
50+u(x/3),8,53
50+u(x/3),9,53
50+u(x/3),10,54
50+u(x/3),11,54
50+u(x/3),12,54
50+u(x/3),13,55
50+u(x/3),14,55
50+u(x/3),15,55
50+u(x/3),16,56
50+u(x/3),17,56
50+u(x/3),18,56
50+u(x/3),19,57
50+u(x/3),20,57
50+x,1,51
50+x,2,52
50+x,3,53
50+x,4,54
50+x,5,55
50+x,6,56
50+x,7,57
50+x,8,58
50+x,9,59
50+x,10,60
50+x,11,61
50+x,12,62
50+x,13,63
50+x,14,64
50+x,15,65
50+x,16,66
50+x,17,67
50+x,18,68
50+x,19,69
50+x,20,70
50+x,21,71
50+x,22,72
50+x,23,73
50+x,24,74
50+x,25,75
50+x,26,76
50+x,27,77
50+x,28,78
50+x,29,79
50+x,30,80
50-2*d(x/2),1,50
50-2*d(x/2),2,48
50-2*d(x/2),3,48
50-2*d(x/2),4,46
50-2*d(x/2),5,46
50-2*d(x/2),6,44
50-2*d(x/2),7,44
50-2*d(x/2),8,42
50-2*d(x/2),9,42
50-2*d(x/2),10,40
50-2*d(x/2),11,40
50-2*d(x/2),12,38
50-2*d(x/2),13,38
50-2*d(x/2),14,36
50-2*d(x/2),15,36
50-2*d(x/2),16,34
50-2*d(x/2),17,34
50-2*d(x/2),18,32
50-2*d(x/2),19,32
50-2*d(x/2),20,30
50-2*d(x/2),21,30
50-2*d(x/2),22,28
50-2*d(x/2),23,28
50-2*d(x/2),24,26
50-2*d(x/2),25,26
50-2*d(x/2),26,24
50-2*d(x/2),27,24
50-2*d(x/2),28,22
50-2*d(x/2),29,22
50-2*d(x/2),30,20
50-2*d(x/4),1,50
50-2*d(x/4),2,50
50-2*d(x/4),3,50
50-2*d(x/4),4,48
50-2*d(x/4),5,48
50-2*d(x/4),6,48
50-2*d(x/4),7,48
50-2*d(x/4),8,46
50-2*d(x/4),9,46
50-2*d(x/4),10,46
50-2*d(x/4),11,46
50-2*d(x/4),12,44
50-2*d(x/4),13,44
50-2*d(x/4),14,44
50-2*d(x/4),15,44
50-2*d(x/4),16,42
50-2*d(x/4),17,42
50-2*d(x/4),18,42
50-2*d(x/4),19,42
50-2*d(x/4),20,40
50-x,1,49
50-x,2,48
50-x,3,47
50-x,4,46
50-x,5,45
50-x,6,44
50-x,7,43
50-x,8,42
50-x,9,41
50-x,10,40
50-x,11,39
50-x,12,38
50-x,13,37
50-x,14,36
50-x,15,35
50-x,16,34
50-x,17,33
50-x,18,32
50-x,19,31
50-x,20,30
50-x,21,29
50-x,22,28
50-x,23,27
50-x,24,26
50-x,25,25
50-x,26,24
50-x,27,23
50-x,28,22
50-x,29,21
50-x,30,20
500,1,500
500,2,500
500,3,500
500,4,500
500,5,500
500,6,500
500,7,500
500,8,500
500,9,500
500,10,500
500,11,500
500,12,500
500,13,500
500,14,500
500,15,500
500,16,500
500,17,500
500,18,500
500,19,500
500,20,500
500,21,500
500,22,500
500,23,500
500,24,500
500,25,500
500,26,500
500,27,500
500,28,500
500,29,500
500,30,500
500+10*x,1,510
500+10*x,2,520
500+10*x,3,530
500+10*x,4,540
500+10*x,5,550
500+10*x,6,560
500+10*x,7,570
500+10*x,8,580
500+10*x,9,590
500+10*x,10,600
500+10*x,11,610
500+10*x,12,620
500+10*x,13,630
500+10*x,14,640
500+10*x,15,650
500+10*x,16,660
500+10*x,17,670
500+10*x,18,680
500+10*x,19,690
500+10*x,20,700
500+20*x,1,520
500+20*x,2,540
500+20*x,3,560
500+20*x,4,580
500+20*x,5,600
500+20*x,6,620
500+20*x,7,640
500+20*x,8,660
500+20*x,9,680
500+20*x,10,700
500+4*x,1,504
500+4*x,2,508
500+4*x,3,512
500+4*x,4,516
500+4*x,5,520
500+4*x,6,524
500+4*x,7,528
500+4*x,8,532
500+4*x,9,536
500+4*x,10,540
500+4*x,11,544
500+4*x,12,548
500+4*x,13,552
500+4*x,14,556
500+4*x,15,560
500+4*x,16,564
500+4*x,17,568
500+4*x,18,572
500+4*x,19,576
500+4*x,20,580
500+5*x,1,505
500+5*x,2,510
500+5*x,3,515
500+5*x,4,520
500+5*x,5,525
500+5*x,6,530
500+5*x,7,535
500+5*x,8,540
500+5*x,9,545
500+5*x,10,550
500+5*x,11,555
500+5*x,12,560
500+5*x,13,565
500+5*x,14,570
500+5*x,15,575
500+5*x,16,580
500+5*x,17,585
500+5*x,18,590
500+5*x,19,595
500+5*x,20,600
500+5*x,21,605
500+5*x,22,610
500+5*x,23,615
500+5*x,24,620
500+5*x,25,625
500+5*x,26,630
500+5*x,27,635
500+5*x,28,640
500+5*x,29,645
500+5*x,30,650
500-15*x,1,485
500-15*x,2,470
500-15*x,3,455
500-15*x,4,440
500-15*x,5,425
500-15*x,6,410
500-15*x,7,395
500-15*x,8,380
500-15*x,9,365
500-15*x,10,350
500-15*x,11,335
500-15*x,12,320
500-15*x,13,305
500-15*x,14,290
500-15*x,15,275
500-15*x,16,260
500-15*x,17,245
500-15*x,18,230
500-15*x,19,215
500-15*x,20,200
500-30*d(x/2),1,500
500-30*d(x/2),2,470
500-30*d(x/2),3,470
500-30*d(x/2),4,440
500-30*d(x/2),5,440
500-30*d(x/2),6,410
500-30*d(x/2),7,410
500-30*d(x/2),8,380
500-30*d(x/2),9,380
500-30*d(x/2),10,350
500-30*d(x/2),11,350
500-30*d(x/2),12,320
500-30*d(x/2),13,320
500-30*d(x/2),14,290
500-30*d(x/2),15,290
500-30*d(x/2),16,260
500-30*d(x/2),17,260
500-30*d(x/2),18,230
500-30*d(x/2),19,230
500-30*d(x/2),20,200
52-2*x,1,50
52-2*x,2,48
52-2*x,3,46
52-2*x,4,44
52-2*x,5,42
52-2*x,6,40
52-2*x,7,38
52-2*x,8,36
52-2*x,9,34
52-2*x,10,32
52-2*x,11,30
52-2*x,12,28
52-2*x,13,26
52-2*x,14,24
52-2*x,15,22
52-2*x,16,20
52-2*x,17,18
52-2*x,18,16
52-2*x,19,14
52-2*x,20,12
520+6*x,1,526
520+6*x,2,532
520+6*x,3,538
520+6*x,4,544
520+6*x,5,550
520+6*x,6,556
520+6*x,7,562
520+6*x,8,568
520+6*x,9,574
520+6*x,10,580
520+6*x,11,586
520+6*x,12,592
520+6*x,13,598
520+6*x,14,604
520+6*x,15,610
520+6*x,16,616
520+6*x,17,622
520+6*x,18,628
520+6*x,19,634
520+6*x,20,640
520+6*x,21,646
520+6*x,22,652
520+6*x,23,658
520+6*x,24,664
520+6*x,25,670
520+6*x,26,676
520+6*x,27,682
520+6*x,28,688
520+6*x,29,694
520+6*x,30,700
54-4*x,1,50
54-4*x,2,46
54-4*x,3,42
54-4*x,4,38
54-4*x,5,34
54-4*x,6,30
54-4*x,7,26
54-4*x,8,22
54-4*x,9,18
54-4*x,10,14
540+6*x,1,546
540+6*x,2,552
540+6*x,3,558
540+6*x,4,564
540+6*x,5,570
540+6*x,6,576
540+6*x,7,582
540+6*x,8,588
540+6*x,9,594
540+6*x,10,600
540+6*x,11,606
540+6*x,12,612
540+6*x,13,618
540+6*x,14,624
540+6*x,15,630
540+6*x,16,636
540+6*x,17,642
540+6*x,18,648
540+6*x,19,654
540+6*x,20,660
540+6*x,21,666
540+6*x,22,672
540+6*x,23,678
540+6*x,24,684
540+6*x,25,690
540+6*x,26,696
540+6*x,27,702
540+6*x,28,708
540+6*x,29,714
540+6*x,30,720
55+2*x,1,57
55+2*x,2,59
55+2*x,3,61
55+2*x,4,63
55+2*x,5,65
55+2*x,6,67
55+2*x,7,69
55+2*x,8,71
55+2*x,9,73
55+2*x,10,75
55+2*x,11,77
55+2*x,12,79
55+2*x,13,81
55+2*x,14,83
55+2*x,15,85
55+2*x,16,87
55+2*x,17,89
55+2*x,18,91
55+2*x,19,93
55+2*x,20,95
55+5*x,1,60
55+5*x,2,65
55+5*x,3,70
55+5*x,4,75
55+5*x,5,80
55+5*x,6,85
55+5*x,7,90
55+5*x,8,95
55+5*x,9,100
55+5*x,10,105
55+5*x,11,110
55+5*x,12,115
55+5*x,13,120
55+5*x,14,125
55+5*x,15,130
55+5*x,16,135
55+5*x,17,140
55+5*x,18,145
55+5*x,19,150
55+5*x,20,155
55+u(x/2),1,56
55+u(x/2),2,56
55+u(x/2),3,57
55+u(x/2),4,57
55+u(x/2),5,58
55+u(x/2),6,58
55+u(x/2),7,59
55+u(x/2),8,59
55+u(x/2),9,60
55+u(x/2),10,60
55+u(x/2),11,61
55+u(x/2),12,61
55+u(x/2),13,62
55+u(x/2),14,62
55+u(x/2),15,63
55+u(x/2),16,63
55+u(x/2),17,64
55+u(x/2),18,64
55+u(x/2),19,65
55+u(x/2),20,65
55+u(x/2),21,66
55+u(x/2),22,66
55+u(x/2),23,67
55+u(x/2),24,67
55+u(x/2),25,68
55+u(x/2),26,68
55+u(x/2),27,69
55+u(x/2),28,69
55+u(x/2),29,70
55+u(x/2),30,70
55+x,1,56
55+x,2,57
55+x,3,58
55+x,4,59
55+x,5,60
55+x,6,61
55+x,7,62
55+x,8,63
55+x,9,64
55+x,10,65
55+x,11,66
55+x,12,67
55+x,13,68
55+x,14,69
55+x,15,70
55+x,16,71
55+x,17,72
55+x,18,73
55+x,19,74
55+x,20,75
55-x,1,54
55-x,2,53
55-x,3,52
55-x,4,51
55-x,5,50
55-x,6,49
55-x,7,48
55-x,8,47
55-x,9,46
55-x,10,45
55-x,11,44
55-x,12,43
55-x,13,42
55-x,14,41
55-x,15,40
55-x,16,39
55-x,17,38
55-x,18,37
55-x,19,36
55-x,20,35
55-x,21,34
55-x,22,33
55-x,23,32
55-x,24,31
55-x,25,30
550+15*x,1,565
550+15*x,2,580
550+15*x,3,595
550+15*x,4,610
550+15*x,5,625
550+15*x,6,640
550+15*x,7,655
550+15*x,8,670
550+15*x,9,685
550+15*x,10,700
550+15*x,11,715
550+15*x,12,730
550+15*x,13,745
550+15*x,14,760
550+15*x,15,775
550+15*x,16,790
550+15*x,17,805
550+15*x,18,820
550+15*x,19,835
550+15*x,20,850
550+15*x,21,865
550+15*x,22,880
550+15*x,23,895
550+15*x,24,910
550+15*x,25,925
550+15*x,26,940
550+15*x,27,955
550+15*x,28,970
550+15*x,29,985
550+15*x,30,1000
550+7*20,1,690
550+7*20,2,690
550+7*20,3,690
550+7*20,4,690
550+7*20,5,690
550+7*20,6,690
550+7*20,7,690
550+7*20,8,690
550+7*20,9,690
550+7*20,10,690
550+7*20,11,690
550+7*20,12,690
550+7*20,13,690
550+7*20,14,690
550+7*20,15,690
550+7*20,16,690
550+7*20,17,690
550+7*20,18,690
550+7*20,19,690
550+7*20,20,690
580-10*x,1,570
580-10*x,2,560
580-10*x,3,550
580-10*x,4,540
580-10*x,5,530
580-10*x,6,520
580-10*x,7,510
580-10*x,8,500
580-10*x,9,490
580-10*x,10,480
580-10*x,11,470
580-10*x,12,460
580-10*x,13,450
580-10*x,14,440
580-10*x,15,430
580-10*x,16,420
580-10*x,17,410
580-10*x,18,400
580-10*x,19,390
580-10*x,20,380
590+5*x,1,595
590+5*x,2,600
590+5*x,3,605
590+5*x,4,610
590+5*x,5,615
590+5*x,6,620
590+5*x,7,625
590+5*x,8,630
590+5*x,9,635
590+5*x,10,640
590+5*x,11,645
590+5*x,12,650
590+5*x,13,655
590+5*x,14,660
590+5*x,15,665
590+5*x,16,670
590+5*x,17,675
590+5*x,18,680
590+5*x,19,685
590+5*x,20,690
590+5*x,21,695
590+5*x,22,700
590+5*x,23,705
590+5*x,24,710
590+5*x,25,715
590+5*x,26,720
590+5*x,27,725
590+5*x,28,730
590+5*x,29,735
590+5*x,30,740
6,1,6
6,2,6
6,3,6
6,4,6
6,5,6
6,6,6
6,7,6
6,8,6
6,9,6
6,10,6
6,11,6
6,12,6
6,13,6
6,14,6
6,15,6
6,16,6
6,17,6
6,18,6
6,19,6
6,20,6
6,21,6
6,22,6
6,23,6
6,24,6
6,25,6
6,26,6
6,27,6
6,28,6
6,29,6
6,30,6
6*x,1,6
6*x,2,12
6*x,3,18
6*x,4,24
6*x,5,30
6*x,6,36
6*x,7,42
6*x,8,48
6*x,9,54
6*x,10,60
6*x,11,66
6*x,12,72
6*x,13,78
6*x,14,84
6*x,15,90
6*x,16,96
6*x,17,102
6*x,18,108
6*x,19,114
6*x,20,120
6+2*d(x/5),1,6
6+2*d(x/5),2,6
6+2*d(x/5),3,6
6+2*d(x/5),4,6
6+2*d(x/5),5,8
6+2*d(x/5),6,8
6+2*d(x/5),7,8
6+2*d(x/5),8,8
6+2*d(x/5),9,8
6+2*d(x/5),10,10
6+2*d(x/5),11,10
6+2*d(x/5),12,10
6+2*d(x/5),13,10
6+2*d(x/5),14,10
6+2*d(x/5),15,12
6+2*d(x/5),16,12
6+2*d(x/5),17,12
6+2*d(x/5),18,12
6+2*d(x/5),19,12
6+2*d(x/5),20,14
6+2*u(x/3),1,8
6+2*u(x/3),2,8
6+2*u(x/3),3,8
6+2*u(x/3),4,10
6+2*u(x/3),5,10
6+2*u(x/3),6,10
6+2*u(x/3),7,12
6+2*u(x/3),8,12
6+2*u(x/3),9,12
6+2*u(x/3),10,14
6+2*u(x/3),11,14
6+2*u(x/3),12,14
6+2*u(x/3),13,16
6+2*u(x/3),14,16
6+2*u(x/3),15,16
6+2*u(x/3),16,18
6+2*u(x/3),17,18
6+2*u(x/3),18,18
6+2*u(x/3),19,20
6+2*u(x/3),20,20
6+2*u(x/5),1,8
6+2*u(x/5),2,8
6+2*u(x/5),3,8
6+2*u(x/5),4,8
6+2*u(x/5),5,8
6+2*u(x/5),6,10
6+2*u(x/5),7,10
6+2*u(x/5),8,10
6+2*u(x/5),9,10
6+2*u(x/5),10,10
6+2*u(x/5),11,12
6+2*u(x/5),12,12
6+2*u(x/5),13,12
6+2*u(x/5),14,12
6+2*u(x/5),15,12
6+2*u(x/5),16,14
6+2*u(x/5),17,14
6+2*u(x/5),18,14
6+2*u(x/5),19,14
6+2*u(x/5),20,14
6+3*d(x/7),1,6
6+3*d(x/7),2,6
6+3*d(x/7),3,6
6+3*d(x/7),4,6
6+3*d(x/7),5,6
6+3*d(x/7),6,6
6+3*d(x/7),7,9
6+3*d(x/7),8,9
6+3*d(x/7),9,9
6+3*d(x/7),10,9
6+3*d(x/7),11,9
6+3*d(x/7),12,9
6+3*d(x/7),13,9
6+3*d(x/7),14,12
6+3*d(x/7),15,12
6+3*d(x/7),16,12
6+3*d(x/7),17,12
6+3*d(x/7),18,12
6+3*d(x/7),19,12
6+3*d(x/7),20,12
6+6*u(x/2),1,12
6+6*u(x/2),2,12
